   0.00781,   0.19531,   0.00781,  -0.28906,  -0.17969,  -0.01562,  -0.17188,   0.00781,   0.05469,   0.07031,   0.06250,  -0.07031
   0.10156,   0.17188,   0.05469,  -0.15625,   0.50000,   0.01562,  -0.35938,   0.13281,  -0.08594,   0.20312,   0.03906,  -0.00781
  -0.00781,  -0.05469,  -0.06250,   0.17969,  -0.50781,   0.07812,   0.02344,   0.10156,  -0.06250,  -0.14844,   0.03906,  -0.01562
   0.15625,   0.00781,   0.03125,  -0.25781,   0.54688,   0.09375,   0.13281,   0.16406,   0.26562,   0.19531,  -0.02344,   0.03906
  -0.00781,   0.07031,  -0.00000,   0.61719,  -0.34375,   0.16406,   0.40625,   0.14844,  -0.17188,  -0.01562,   0.16406,   0.03906
  -0.38281,  -0.26562,   0.01562,  -0.00781,  -0.07031,   0.28125,   0.12500,   0.17969,   0.02344,   0.00000,  -0.11719,   0.03906
  -0.05469,   0.39062,  -0.00781,   0.02344,   0.05469,  -0.20312,  -0.06250,  -0.16406,   0.03125,  -0.11719,  -0.08594,  -0.00781
  -0.21875,  -0.17969,   0.03125,  -0.28906,   0.04688,  -0.09375,  -0.12500,   0.14844,   0.06250,   0.17188,  -0.13281,   0.00781
   0.07031,  -0.19531,   0.03906,   0.04688,   0.03906,   0.32031,  -0.32812,   0.05469,   0.27344,  -0.07812,   0.03125,   0.02344
  -0.08594,   0.13281,   0.00781,  -0.04688,   0.03125,   0.17969,   0.03125,   0.03906,  -0.21094,   0.00781,  -0.07812,  -0.00781
  -0.11719,  -0.12500,  -0.02344,  -0.16406,  -0.00781,   0.07812,   0.19531,  -0.05469,   0.03906,  -0.11719,  -0.25781,  -0.01562
  -0.20312,  -0.03906,  -0.02344,   0.11719,  -0.14062,   0.07812,  -0.16406,   0.01562,   0.14062,  -0.19531,  -0.35156,  -0.00781
  -0.16406,   0.18750,  -0.03125,   0.07812,   0.03125,  -0.13281,  -0.03125,  -0.21094,  -0.23438,  -0.10156,   0.04688,  -0.01562
   0.01562,   0.07812,   0.02344,  -0.05469,   0.45312,   0.14844,  -0.02344,  -0.07031,  -0.11719,  -0.27344,  -0.06250,  -0.04688
   0.21875,   0.02344,   0.02344,   0.14062,  -0.10938,  -0.12500,  -0.00781,  -0.16406,  -0.31250,  -0.16406,  -0.14844,  -0.00781
  -0.07812,  -0.08594,  -0.01562,  -0.25000,   0.33594,  -0.08594,   0.05469,   0.25781,   0.20312,   0.07812,  -0.03906,   0.00000
  -0.13281,  -0.03906,  -0.00781,   0.04688,   0.06250,  -0.13281,  -0.17188,   0.09375,  -0.08594,   0.03906,   0.10938,   0.02344
   0.12500,  -0.30469,   0.05469,  -0.11719,   0.08594,  -0.22656,  -0.22656,  -0.01562,  -0.05469,   0.07812,  -0.10938,  -0.00781
  -0.01562,   0.03125,  -0.02344,  -0.05469,   0.03125,  -0.06250,  -0.03906,  -0.10938,   0.02344,  -0.07812,  -0.12500,   0.00781
   0.06250,   0.08594,  -0.00781,  -0.30469,   0.07031,   0.00000,  -0.10938,   0.03125,  -0.07031,  -0.20312,  -0.07031,   0.00781
   0.02344,  -0.18750,  -0.03906,  -0.17188,  -0.02344,  -0.05469,   0.21094,   0.13281,   0.00781,   0.03906,  -0.04688,   0.01562
   0.02344,  -0.03125,  -0.02344,  -0.05469,  -0.19531,   0.04688,  -0.17188,   0.01562,   0.07031,   0.02344,  -0.00781,  -0.03906
  -0.04688,  -0.09375,  -0.03125,  -0.03125,  -0.14062,   0.03906,  -0.18750,  -0.07031,  -0.28125,  -0.09375,   0.00781,   0.00000
   0.03125,  -0.22656,  -0.00781,  -0.14844,   0.07812,  -0.07812,  -0.21094,   0.10156,  -0.02344,   0.07812,  -0.04688,  -0.05469
  -0.05469,  -0.08594,   0.02344,   0.10156,  -0.11719,   0.07031,  -0.16406,   0.03906,  -0.14844,  -0.07812,  -0.00000,  -0.00000
  -0.00781,  -0.07812,  -0.03125,   0.06250,  -0.24219,   0.11719,  -0.25000,  -0.11719,   0.09375,  -0.09375,  -0.05469,   0.00781
   0.04688,  -0.03906,   0.01562,   0.10938,   0.00000,  -0.07812,  -0.12500,  -0.00781,   0.01562,   0.03906,  -0.20312,  -0.03125
   0.04688,   0.02344,   0.00781,  -0.13281,  -0.08594,  -0.03906,   0.10938,   0.03125,  -0.06250,   0.13281,   0.10938,  -0.00781
  -0.00781,   0.09375,  -0.00781,  -0.12500,  -0.07812,  -0.11719,   0.09375,   0.07812,  -0.05469,   0.10156,   0.05469,   0.03125
  -0.03125,  -0.00781,  -0.03125,   0.01562,  -0.30469,  -0.25000,  -0.17188,  -0.07812,   0.05469,   0.09375,  -0.00781,   0.02344
  -0.00781,   0.00781,  -0.00781,  -0.14062,  -0.02344,   0.01562,   0.14062,   0.08594,  -0.07812,  -0.07031,   0.14062,  -0.02344
  -0.07031,   0.04688,   0.05469,  -0.01562,   0.09375,   0.03125,   0.08594,   0.03125,  -0.09375,   0.01562,  -0.03125,  -0.03125
   0.03125,   0.02344,  -0.03125,  -0.05469,  -0.22656,  -0.16406,   0.00781,  -0.10938,  -0.09375,   0.07812,  -0.08594,   0.03125
  -0.07031,   0.21094,  -0.02344,  -0.03906,   0.14062,  -0.02344,   0.00781,  -0.03906,   0.15625,  -0.03906,   0.06250,  -0.00000
  -0.02344,   0.03906,  -0.04688,  -0.10938,   0.12500,  -0.05469,  -0.03906,   0.14062,   0.17969,   0.01562,   0.10938,  -0.03906
   0.04688,  -0.11719,  -0.01562,  -0.14844,   0.03125,   0.04688,  -0.26562,   0.00000,   0.26562,   0.14062,   0.13281,  -0.03125
  -0.36719,  -0.01562,   0.03906,   0.05469,  -0.17188,  -0.22656,   0.13281,   0.00781,  -0.24219,   0.43750,   0.14062,  -0.01562
  -0.10156,  -0.10156,   0.02344,  -0.34375,   0.25781,   0.07031,  -0.11719,  -0.14062,  -0.43750,  -0.04688,  -0.02344,  -0.05469
   0.14062,  -0.10156,   0.01562,   0.22656,  -0.20312,   0.24219,  -0.33594,  -0.47656,  -0.53125,  -0.32031,   0.18750,   0.00000
  -0.15625,  -0.15625,  -0.01562,  -0.24219,  -0.24219,  -0.03125,   0.41406,   0.10156,   0.11719,   0.46875,  -0.05469,   0.02344
   0.06250,   0.06250,   0.00000,   0.28125,   0.50781,  -0.02344,   0.38281,  -0.11719,  -0.11719,  -0.19531,  -0.08594,  -0.03125
  -0.08594,  -0.00781,  -0.01562,   0.14844,  -0.47656,  -0.17188,   0.04688,  -0.32031,  -0.03906,  -0.18750,  -0.25000,   0.03906
   0.06250,   0.12500,  -0.00000,  -0.30469,  -0.28906,  -0.07812,  -0.07812,  -0.11719,   0.05469,   0.05469,   0.13281,  -0.01562
   0.21094,   0.18750,   0.03906,   0.16406,   0.16406,  -0.41406,   0.19531,   0.13281,   0.15625,  -0.14062,   0.18750,  -0.04688
  -0.32812,  -0.07031,  -0.03125,  -0.12500,   0.12500,  -0.24219,  -0.05469,   0.24219,   0.46875,  -0.00000,   0.10938,   0.00781
  -0.04688,  -0.15625,  -0.01562,  -0.20312,   0.21094,  -0.03906,  -0.14062,  -0.15625,   0.10156,  -0.12500,  -0.03125,  -0.04688
  -0.07812,  -0.17969,  -0.02344,   0.05469,  -0.31250,  -0.12500,   0.03906,  -0.14844,   0.14844,  -0.09375,   0.02344,   0.04688
  -0.09375,   0.06250,   0.04688,  -0.13281,   0.00000,  -0.06250,  -0.05469,   0.08594,   0.17188,  -0.02344,   0.00000,  -0.02344
  -0.21094,   0.03906,   0.03906,  -0.09375,  -0.13281,   0.07812,  -0.07812,  -0.01562,  -0.03906,  -0.21094,   0.11719,   0.02344
  -0.08594,  -0.11719,  -0.03125,  -0.29688,   0.10938,   0.25000,  -0.08594,  -0.12500,  -0.11719,  -0.25000,  -0.10156,   0.00781
   0.20312,   0.12500,  -0.03906,   0.29688,  -0.33594,  -0.05469,   0.06250,   0.03125,  -0.35938,  -0.06250,   0.13281,   0.00781
   0.00781,  -0.15625,   0.01562,   0.09375,  -0.01562,  -0.03125,  -0.18750,   0.11719,  -0.25000,  -0.04688,   0.03125,  -0.00000
  -0.04688,   0.09375,  -0.05469,   0.18750,   0.04688,   0.16406,  -0.11719,   0.02344,  -0.38281,  -0.25781,   0.25781,  -0.00781
