   0.06250,   0.05469,  -0.03906,  -0.07812,   0.40625,  -0.01562,  -0.38281,   0.01562,   0.17969,   0.11719,  -0.20312,  -0.03125,  -0.10156,  -0.21875,  -0.01562,   0.00781,  -0.05469,  -0.21094,  -0.01562,  -0.03125,  -0.10938,  -0.03125,   0.00000,  -0.00781,   0.35156,  -0.17188,   0.30469,   0.07031,   0.10938,   0.41406,   0.02344,   0.21875,   0.19531,  -0.25000,   0.21094,   0.17969,  -0.25781,   0.06250,  -0.02344,   0.50781,  -0.32812,   0.04688,  -0.02344,   0.15625,  -0.06250,  -0.12500,   0.14844,  -0.04688
  -0.21875,  -0.14062,   0.01562,   0.37500,   0.41406,   0.17188,  -0.17188,   0.06250,   0.19531,   0.14844,   0.09375,  -0.24219,  -0.17188,  -0.13281,   0.38281,   0.28906,   0.02344,  -0.50781,   0.05469,  -0.00781,  -0.26562,  -0.35938,   0.07812,  -0.03906,  -0.32031,  -0.00000,   0.14844,   0.03125,  -0.23438,   0.03125,  -0.07812,   0.05469,  -0.05469,  -0.32031,  -0.08594,   0.02344,  -0.17969,   0.05469,  -0.33594,   0.03125,   0.21875,   0.03125,  -0.40625,   0.21094,  -0.06250,   0.03125,  -0.18750,  -0.07812
  -0.03125,   0.08594,   0.11719,  -0.07031,  -0.07031,  -0.25781,  -0.17969,  -0.00000,   0.03125,   0.10156,   0.01562,   0.00781,  -0.12500,   0.28125,  -0.00000,  -0.01562,  -0.00000,   0.01562,   0.03125,  -0.10156,   0.09375,   0.10156,   0.03906,  -0.05469,  -0.23438,   0.18750,  -0.32031,   0.14062,   0.02344,  -0.03906,  -0.03125,   0.34375,   0.17188,   0.03906,  -0.02344,  -0.03906,  -0.34375,  -0.02344,  -0.19531,  -0.23438,   0.03906,  -0.29688,   0.16406,  -0.06250,  -0.07812,   0.20312,   0.13281,  -0.03125
  -0.07031,  -0.28125,   0.01562,  -0.06250,   0.09375,  -0.02344,  -0.00000,  -0.14062,   0.09375,  -0.01562,  -0.21875,  -0.19531,  -0.10938,  -0.15625,  -0.10156,  -0.09375,  -0.06250,   0.03125,  -0.04688,   0.10156,  -0.07812,  -0.25781,   0.00000,  -0.00000,  -0.14844,  -0.00781,   0.04688,   0.16406,   0.07031,  -0.04688,   0.01562,  -0.06250,  -0.06250,  -0.18750,   0.14062,   0.05469,   0.03906,  -0.11719,  -0.07031,  -0.11719,  -0.08594,  -0.04688,   0.10156,   0.04688,   0.09375,  -0.12500,  -0.32812,  -0.25781
  -0.14844,  -0.15625,   0.14062,  -0.05469,   0.01562,  -0.10156,   0.25000,   0.14844,   0.13281,  -0.18750,  -0.06250,  -0.32031,  -0.14062,   0.09375,  -0.12500,   0.03906,   0.01562,  -0.06250,  -0.05469,  -0.13281,  -0.25000,   0.28906,   0.04688,   0.00781,   0.13281,   0.15625,   0.03125,   0.26562,   0.37500,   0.14844,  -0.03906,  -0.00781,  -0.14844,  -0.04688,   0.00781,  -0.20312,   0.27344,  -0.03906,   0.07812,   0.07812,  -0.10938,   0.07031,   0.00781,   0.23438,   0.00781,  -0.05469,  -0.01562,  -0.03906
   0.02344,  -0.07031,  -0.12500,  -0.21875,  -0.04688,   0.10156,  -0.01562,   0.06250,  -0.10156,  -0.10156,   0.02344,   0.09375,   0.07031,  -0.11719,  -0.10156,  -0.10156,  -0.07031,  -0.31250,  -0.00781,  -0.00781,  -0.03125,  -0.01562,  -0.07812,  -0.02344,  -0.03125,   0.00000,   0.28125,  -0.23438,  -0.07031,  -0.12500,  -0.03906,  -0.20312,  -0.04688,   0.25000,  -0.16406,   0.00781,   0.19531,  -0.08594,  -0.10938,   0.29688,   0.09375,  -0.11719,  -0.00781,  -0.35938,   0.00781,  -0.14844,   0.46094,  -0.26562
  -0.03125,   0.15625,  -0.31250,   0.16406,  -0.12500,  -0.03906,   0.00000,  -0.17969,  -0.37500,  -0.00000,   0.03906,  -0.02344,   0.07031,  -0.03125,   0.03125,   0.24219,  -0.07812,  -0.13281,   0.07812,   0.03906,  -0.17969,   0.00000,  -0.04688,  -0.04688,  -0.28906,   0.24219,  -0.17969,  -0.43750,   0.20312,  -0.17969,   0.03906,  -0.16406,   0.01562,  -0.01562,   0.17969,   0.15625,   0.03125,  -0.14844,  -0.10156,   0.05469,  -0.30469,  -0.05469,  -0.17969,  -0.07031,   0.42969,  -0.28906,  -0.03125,   0.04688
  -0.07812,  -0.10156,   0.25781,   0.03906,   0.18750,   0.17188,   0.08594,  -0.16406,   0.13281,  -0.14844,   0.24219,   0.14844,  -0.25781,  -0.12500,   0.25000,  -0.22656,   0.09375,  -0.11719,   0.00000,  -0.17188,  -0.17969,  -0.08594,   0.05469,   0.05469,  -0.14844,   0.05469,   0.34375,  -0.10156,  -0.14062,  -0.31250,  -0.00781,   0.34375,   0.05469,  -0.18750,  -0.19531,  -0.13281,   0.09375,   0.09375,  -0.16406,  -0.09375,  -0.10156,  -0.16406,  -0.19531,   0.07031,  -0.09375,  -0.02344,  -0.08594,   0.23438
   0.02344,   0.01562,  -0.01562,  -0.02344,  -0.03906,   0.07812,   0.07812,   0.02344,  -0.02344,   0.00000,   0.03125,  -0.08594,  -0.00000,   0.00781,   0.03906,   0.01562,  -0.03125,   0.00781,   0.00781,  -0.02344,   0.03125,  -0.00000,  -0.00781,   0.05469,   0.07031,   0.07031,   0.06250,   0.00000,  -0.04688,   0.00000,  -0.03906,   0.00781,   0.02344,   0.07031,  -0.07031,   0.02344,  -0.00781,  -0.07812,   0.01562,   0.03125,   0.11719,  -0.03906,   0.00781,  -0.03125,  -0.03906,   0.04688,   0.03906,  -0.02344
   0.05469,  -0.18750,  -0.15625,   0.31250,   0.07031,   0.02344,  -0.17188,  -0.05469,  -0.15625,  -0.00781,   0.16406,  -0.31250,  -0.07031,  -0.09375,  -0.22656,   0.00781,   0.04688,  -0.28125,   0.02344,  -0.03125,  -0.03125,  -0.07031,  -0.04688,   0.04688,  -0.10156,   0.34375,  -0.03906,  -0.09375,  -0.02344,  -0.12500,  -0.02344,   0.01562,   0.01562,  -0.22656,  -0.16406,  -0.06250,  -0.27344,   0.24219,  -0.04688,  -0.24219,   0.04688,  -0.17188,  -0.06250,   0.09375,  -0.22656,  -0.09375,  -0.21094,  -0.17969
  -0.18750,   0.13281,   0.00781,   0.09375,   0.01562,   0.07812,  -0.09375,   0.11719,   0.28906,   0.21875,  -0.02344,   0.13281,  -0.11719,  -0.10156,  -0.14062,  -0.07031,  -0.03906,   0.05469,  -0.00000,   0.13281,   0.02344,  -0.03125,  -0.00000,   0.03906,  -0.08594,  -0.03125,   0.04688,  -0.04688,   0.11719,  -0.01562,  -0.03125,   0.34375,   0.19531,  -0.12500,   0.17188,   0.32031,   0.06250,   0.05469,   0.22656,   0.03906,   0.08594,   0.09375,   0.32812,   0.26562,   0.05469,   0.13281,   0.00000,   0.26562
  -0.07031,   0.14844,   0.03906,   0.10938,   0.21875,   0.13281,  -0.38281,   0.14844,   0.14062,  -0.05469,   0.21094,  -0.14062,  -0.00781,  -0.18750,  -0.24219,   0.21094,  -0.03125,   0.01562,   0.00781,  -0.10938,  -0.03906,  -0.19531,   0.00781,   0.04688,  -0.25000,  -0.11719,  -0.01562,   0.00781,  -0.25781,   0.17969,   0.04688,  -0.28125,   0.14062,  -0.13281,   0.16406,   0.08594,   0.08594,  -0.07812,   0.05469,  -0.03125,   0.00781,  -0.03906,   0.31250,   0.01562,   0.25000,   0.14844,   0.08594,   0.12500
  -0.12500,   0.00781,  -0.02344,  -0.44531,   0.15625,  -0.25000,   0.10938,  -0.29688,   0.17188,  -0.10156,  -0.00781,   0.16406,  -0.19531,   0.34375,   0.06250,   0.31250,   0.00781,  -0.07031,   0.03906,  -0.02344,  -0.08594,  -0.18750,  -0.03125,  -0.01562,  -0.09375,   0.17188,   0.07812,  -0.09375,   0.03906,  -0.17188,  -0.03125,  -0.17188,  -0.32812,  -0.07031,  -0.06250,   0.33594,  -0.27344,  -0.05469,  -0.22656,  -0.05469,   0.06250,  -0.25000,  -0.09375,   0.03906,   0.04688,  -0.20312,  -0.17188,   0.16406
   0.03125,  -0.17969,  -0.14844,   0.17188,   0.09375,   0.17969,  -0.39062,   0.08594,  -0.14062,   0.19531,   0.07812,   0.03125,   0.10938,  -0.16406,   0.05469,   0.21094,  -0.03125,  -0.37500,   0.06250,  -0.10156,   0.11719,  -0.21875,  -0.05469,  -0.02344,   0.13281,  -0.13281,   0.02344,  -0.14844,  -0.27344,  -0.10938,   0.02344,  -0.18750,  -0.27344,  -0.27344,  -0.01562,   0.02344,  -0.09375,   0.01562,  -0.30469,  -0.04688,  -0.08594,   0.06250,  -0.11719,   0.07031,   0.07031,  -0.22656,  -0.14844,  -0.17188
  -0.10938,   0.09375,  -0.25781,  -0.01562,   0.11719,   0.02344,   0.11719,   0.15625,   0.17188,  -0.01562,   0.37500,  -0.06250,   0.33594,  -0.05469,  -0.23438,   0.02344,   0.04688,   0.10156,  -0.08594,  -0.28906,   0.10938,  -0.06250,   0.01562,   0.05469,  -0.26562,  -0.02344,   0.22656,  -0.11719,  -0.09375,   0.04688,  -0.01562,   0.37500,   0.25000,  -0.18750,   0.02344,  -0.05469,  -0.02344,   0.07812,  -0.28906,   0.21094,  -0.03125,   0.01562,  -0.00000,   0.08594,   0.14062,   0.42188,  -0.02344,   0.07031
