   0.10938,   0.31250,  -0.00781,   0.38281,   0.02344,   0.12500,   0.01562,   0.01562,  -0.17188,  -0.00781,  -0.03125,  -0.10156,   0.09375,   0.23438,   0.01562,  -0.16406,   0.35156,  -0.13281,   0.02344,   0.13281,   0.00781,   0.12500,   0.14062,  -0.55469
   0.16406,   0.49219,   0.00781,   0.06250,  -0.10938,  -0.03906,  -0.13281,   0.03125,  -0.17969,   0.12500,  -0.20312,  -0.23438,   0.67188,   0.09375,  -0.02344,   0.00000,   0.34375,  -0.19531,   0.18750,  -0.20312,   0.00000,   0.03125,   0.17969,  -0.28125
   0.07812,  -0.02344,  -0.02344,  -0.01562,  -0.13281,   0.07031,  -0.00781,   0.03125,   0.06250,   0.01562,  -0.07031,  -0.13281,   0.61719,  -0.12500,   0.16406,   0.17188,  -0.01562,  -0.15625,  -0.09375,   0.03125,  -0.02344,   0.02344,   0.04688,  -0.14062
   0.03125,   0.21094,  -0.00000,   0.13281,   0.21875,  -0.16406,  -0.00781,  -0.07031,   0.19531,  -0.25781,  -0.10156,  -0.17969,  -0.30469,   0.15625,  -0.00000,  -0.12500,   0.61719,  -0.22656,   0.25781,   0.33594,  -0.02344,   0.00781,  -0.00781,  -0.21875
   0.17188,   0.07812,  -0.00000,   0.05469,   0.03125,  -0.23438,  -0.19531,  -0.01562,   0.40625,   0.17969,  -0.32031,  -0.07812,   0.65625,   0.20312,  -0.15625,   0.07031,  -0.60156,  -0.19531,   0.04688,  -0.46875,  -0.02344,  -0.07031,  -0.14844,   0.12500
   0.01562,  -0.10938,  -0.00781,   0.00781,   0.11719,  -0.17188,  -0.03906,  -0.00000,  -0.22656,   0.25000,  -0.28125,   0.06250,   0.30469,   0.09375,   0.08594,   0.25781,  -0.27344,  -0.25000,  -0.32031,  -0.23438,  -0.05469,  -0.04688,  -0.28125,  -0.26562
   0.03125,  -0.33594,  -0.00781,  -0.53906,   0.00000,  -0.35156,   0.10156,  -0.00000,   0.17188,  -0.01562,  -0.07031,   0.17969,  -0.59375,  -0.18750,   0.07031,  -0.07031,   0.01562,  -0.10156,   0.20312,   0.07812,   0.00781,   0.04688,  -0.11719,   0.52344
   0.01562,  -0.39062,  -0.02344,   0.04688,   0.01562,  -0.47656,  -0.00781,   0.00000,   0.32812,   0.26562,  -0.12500,   0.10156,  -0.65625,   0.13281,   0.00781,   0.07812,   0.17969,  -0.14062,   0.04688,  -0.53125,  -0.01562,  -0.07031,  -0.41406,   0.57812
   0.00781,  -0.26562,   0.04688,  -0.01562,  -0.07031,  -0.12500,   0.10156,  -0.01562,   0.48438,  -0.00781,  -0.08594,   0.26562,  -0.36719,   0.07812,   0.07812,   0.13281,  -0.42188,  -0.09375,  -0.13281,  -0.04688,   0.01562,   0.03125,  -0.40625,   0.16406
   0.07031,   0.17188,   0.00000,   0.09375,  -0.21094,   0.21094,  -0.14062,  -0.02344,   0.26562,  -0.14062,   0.07812,  -0.01562,  -0.07812,   0.15625,  -0.05469,  -0.14062,  -0.09375,  -0.03125,   0.06250,   0.12500,  -0.01562,   0.05469,   0.14062,  -0.23438
   0.13281,   0.54688,  -0.04688,  -0.03906,  -0.49219,   0.14844,  -0.10156,  -0.01562,  -0.31250,  -0.24219,   0.07812,  -0.07031,  -0.39844,   0.16406,  -0.12500,  -0.05469,  -0.17969,  -0.08594,   0.01562,   0.07812,   0.00781,  -0.02344,   0.21094,   0.22656
   0.11719,   0.17969,  -0.00000,  -0.05469,  -0.40625,   0.21094,  -0.00000,  -0.00000,  -0.25781,  -0.15625,   0.15625,  -0.10938,  -0.45312,   0.03906,   0.02344,  -0.07812,   0.14844,  -0.10156,  -0.25000,  -0.00781,   0.03125,   0.04688,   0.21094,   0.05469
   0.03906,   0.05469,   0.00000,  -0.25781,   0.17969,   0.09375,  -0.14844,   0.01562,   0.04688,  -0.38281,  -0.01562,  -0.10156,   0.34375,  -0.00781,  -0.06250,  -0.24219,   0.00000,   0.07031,   0.14844,   0.64062,  -0.00781,   0.12500,  -0.03906,  -0.48438
   0.03906,   0.14062,   0.00000,  -0.05469,  -0.09375,   0.35156,  -0.20312,  -0.02344,  -0.14844,  -0.28906,  -0.10156,  -0.06250,  -0.21875,   0.26562,  -0.17188,   0.05469,  -0.62500,   0.13281,  -0.10938,   0.32031,   0.00000,   0.00781,  -0.06250,   0.32031
  -0.04688,   0.15625,   0.00000,   0.14062,   0.01562,   0.20312,  -0.06250,   0.00781,  -0.62500,  -0.24219,   0.09375,   0.05469,  -0.30469,   0.12500,   0.09375,   0.18750,  -0.08594,  -0.13281,  -0.42188,   0.12500,   0.00000,   0.05469,  -0.08594,   0.03906
   0.14062,  -0.63281,  -0.03125,  -0.62500,   0.21875,   0.20312,  -0.03125,  -0.01562,  -0.09375,   0.00000,   0.03906,   0.32812,   0.61719,  -0.22656,   0.11719,  -0.00000,  -0.01562,   0.00781,   0.23438,   0.43750,  -0.00781,   0.02344,  -0.14062,   0.05469
   0.05469,  -0.60156,  -0.00000,   0.31250,   0.10156,   0.11719,  -0.04688,   0.02344,  -0.36719,  -0.00000,  -0.02344,   0.19531,  -0.15625,  -0.03906,   0.00781,  -0.08594,   0.47656,   0.07031,  -0.07812,   0.10156,  -0.00000,  -0.03125,  -0.12500,   0.35938
  -0.07812,  -0.32812,  -0.04688,   0.42188,   0.10156,   0.19531,  -0.06250,  -0.02344,  -0.33594,   0.04688,   0.07031,   0.19531,   0.10156,  -0.04688,   0.08594,   0.03906,   0.12500,  -0.00000,  -0.12500,   0.10938,   0.02344,   0.03906,  -0.10938,   0.00000
   0.07812,   0.19531,   0.00781,   0.07812,  -0.18750,  -0.10156,   0.14844,   0.01562,   0.21875,   0.34375,  -0.09375,   0.03906,  -0.27344,  -0.09375,  -0.14844,   0.00000,  -0.28906,  -0.03906,  -0.09375,   0.01562,   0.00781,   0.14062,  -0.07812,   0.07031
   0.04688,   0.39062,  -0.00781,  -0.17188,  -0.39062,  -0.15625,   0.08594,  -0.02344,   0.24219,   0.28125,  -0.09375,  -0.02344,  -0.39062,  -0.03906,  -0.18750,   0.04688,   0.18750,   0.06250,   0.06250,  -0.27344,   0.00781,   0.12500,   0.10938,   0.25781
  -0.03906,   0.30469,  -0.01562,  -0.41406,  -0.42188,  -0.06250,   0.12500,  -0.01562,  -0.06250,   0.10938,   0.04688,   0.00000,  -0.17188,   0.13281,  -0.07031,   0.22656,   0.16406,  -0.01562,   0.04688,  -0.04688,  -0.01562,   0.13281,  -0.08594,   0.06250
  -0.03125,   0.06250,  -0.03125,   0.14062,   0.30469,   0.07812,   0.07031,  -0.00000,   0.52344,  -0.10156,  -0.02344,  -0.21875,  -0.07031,  -0.19531,  -0.02344,   0.04688,  -0.08594,   0.28906,  -0.16406,   0.35156,   0.01562,   0.07812,   0.00781,  -0.34375
