  -0.00000,   0.15625,   0.01562,  -0.02344,   0.02344,   0.00781,  -0.07812,   0.13281,  -0.03906,   0.11719,  -0.01562,   0.04688,  -0.14062,  -0.01562,  -0.03906,  -0.14062,   0.11719,   0.11719,   0.22656,   0.04688,   0.02344,  -0.07031,  -0.08594,  -0.04688,   0.07031,  -0.02344,   0.10156,   0.00781,  -0.07031,  -0.12500,   0.12500,  -0.10156,   0.14844,   0.17969,   0.11719,  -0.02344,   0.04688,  -0.15625,   0.04688,  -0.05469,  -0.12500,  -0.01562,   0.00781,  -0.03125,  -0.12500,   0.02344,   0.25000,  -0.14844
  -0.21875,  -0.12500,   0.07031,   0.09375,  -0.11719,   0.20312,  -0.44531,   0.00000,  -0.28125,  -0.00000,   0.00781,  -0.39844,   0.06250,   0.05469,   0.22656,  -0.01562,   0.04688,  -0.17969,   0.18750,   0.03125,  -0.05469,   0.00781,   0.13281,   0.10156,  -0.06250,  -0.04688,   0.17969,   0.01562,  -0.02344,  -0.21875,  -0.02344,  -0.09375,   0.22656,  -0.16406,  -0.10156,  -0.25000,   0.05469,   0.04688,  -0.21875,  -0.10938,   0.33594,  -0.14844,   0.13281,   0.02344,   0.10156,   0.03906,  -0.03125,   0.17969
   0.03125,   0.00000,   0.00781,   0.00781,  -0.01562,  -0.00000,  -0.03125,   0.03125,   0.00781,  -0.00781,   0.01562,  -0.01562,  -0.06250,   0.01562,   0.05469,  -0.02344,   0.01562,   0.00781,  -0.01562,  -0.01562,  -0.00781,  -0.00781,  -0.02344,  -0.00781,  -0.05469,   0.04688,   0.03906,  -0.06250,  -0.03125,   0.01562,  -0.03906,  -0.01562,   0.05469,  -0.03125,   0.04688,   0.04688,   0.00781,  -0.01562,  -0.01562,   0.01562,  -0.05469,  -0.02344,   0.03125,   0.05469,   0.05469,  -0.00000,  -0.03125,   0.04688
   0.17188,   0.01562,   0.16406,  -0.07031,  -0.27344,   0.00781,  -0.23438,   0.03906,   0.03125,   0.31250,  -0.08594,  -0.24219,   0.28906,   0.02344,  -0.02344,  -0.06250,   0.10938,   0.30469,   0.07031,   0.04688,   0.29688,   0.24219,  -0.17969,  -0.21875,   0.07031,  -0.07031,  -0.10156,   0.04688,  -0.14062,  -0.24219,  -0.00781,  -0.13281,   0.09375,  -0.50781,  -0.15625,   0.09375,   0.35156,   0.00781,   0.02344,  -0.24219,   0.02344,   0.14844,  -0.03906,  -0.05469,  -0.24219,   0.00781,  -0.18750,  -0.08594
  -0.28125,   0.19531,  -0.04688,  -0.14844,  -0.36719,  -0.02344,   0.06250,   0.02344,   0.05469,  -0.20312,   0.03906,   0.03125,  -0.07031,  -0.00000,   0.09375,  -0.11719,  -0.18750,   0.30469,   0.03125,  -0.10938,  -0.16406,   0.10156,  -0.00781,   0.07812,  -0.01562,  -0.10938,  -0.06250,  -0.07031,  -0.06250,   0.07031,  -0.04688,  -0.13281,  -0.18750,  -0.07812,   0.20312,  -0.14844,   0.04688,   0.00781,  -0.13281,  -0.00781,  -0.03125,  -0.14062,   0.02344,   0.03906,  -0.07812,   0.03125,   0.13281,  -0.17969
  -0.03125,  -0.00000,  -0.03906,  -0.09375,  -0.14062,  -0.17969,   0.10156,  -0.02344,  -0.16406,  -0.07031,   0.05469,   0.14844,   0.17188,  -0.09375,   0.06250,   0.02344,  -0.24219,   0.27344,   0.01562,  -0.02344,   0.10156,  -0.12500,  -0.21094,   0.00781,   0.04688,  -0.08594,  -0.05469,   0.03906,   0.01562,  -0.31250,  -0.03125,   0.28125,   0.16406,   0.02344,  -0.09375,   0.02344,  -0.08594,  -0.06250,   0.07812,  -0.16406,  -0.04688,   0.03906,   0.45312,   0.07031,  -0.28906,   0.06250,  -0.19531,  -0.21875
   0.01562,  -0.03906,  -0.00000,   0.04688,   0.21094,   0.03906,  -0.07031,   0.04688,   0.12500,   0.01562,  -0.01562,  -0.02344,  -0.03906,  -0.21094,  -0.07812,  -0.03906,  -0.08594,   0.21094,   0.08594,   0.05469,   0.10938,  -0.16406,   0.12500,  -0.05469,   0.05469,   0.20312,  -0.07812,  -0.01562,  -0.07812,   0.13281,  -0.00781,  -0.27344,   0.25781,   0.00000,  -0.17188,  -0.13281,  -0.02344,  -0.05469,  -0.17188,   0.07031,   0.00000,  -0.00781,   0.01562,   0.00000,  -0.24219,  -0.00781,   0.03906,  -0.25781
  -0.02344,  -0.00000,  -0.01562,  -0.06250,   0.09375,  -0.05469,  -0.01562,   0.07031,   0.02344,   0.02344,   0.03906,  -0.03125,   0.10156,   0.06250,  -0.00000,   0.02344,  -0.06250,  -0.07031,   0.00000,  -0.02344,  -0.00781,  -0.03906,  -0.01562,  -0.00781,  -0.00781,   0.05469,   0.00000,   0.00000,   0.00781,  -0.07812,   0.09375,   0.05469,  -0.00781,  -0.00000,  -0.08594,  -0.05469,  -0.00781,   0.03125,   0.00781,   0.00781,   0.04688,  -0.09375,  -0.03906,   0.00781,   0.07812,  -0.07031,  -0.01562,   0.01562
  -0.31250,   0.11719,   0.03906,   0.01562,   0.47656,   0.00000,  -0.24219,   0.06250,  -0.07031,  -0.08594,   0.00781,   0.00781,  -0.13281,   0.20312,  -0.04688,   0.18750,   0.28906,   0.07031,   0.23438,   0.10938,  -0.21875,   0.02344,  -0.07812,  -0.41406,   0.05469,   0.14844,   0.28906,   0.10156,   0.00781,   0.09375,   0.10156,   0.00781,  -0.17969,   0.14844,  -0.00000,  -0.24219,  -0.20312,  -0.03125,  -0.18750,  -0.48438,  -0.01562,  -0.43750,  -0.05469,   0.10938,   0.30469,  -0.03125,  -0.14844,  -0.08594
   0.00781,   0.18750,  -0.00781,   0.11719,   0.28906,   0.16406,   0.09375,   0.10156,  -0.10156,  -0.10938,   0.04688,  -0.00781,  -0.03125,  -0.19531,   0.03906,  -0.03906,   0.10938,   0.18750,   0.12500,  -0.04688,  -0.12500,   0.05469,   0.04688,  -0.05469,   0.02344,   0.39844,   0.00781,   0.07031,  -0.10938,  -0.21094,  -0.22656,  -0.07812,  -0.17188,  -0.09375,   0.02344,  -0.00000,   0.02344,  -0.03906,   0.23438,  -0.14844,   0.12500,  -0.07812,   0.07812,  -0.01562,   0.24219,  -0.00781,  -0.10156,   0.03906
