  -0.64844,  -0.65625,  -0.57031,  -0.63281,   0.64062,  -0.15625,   0.67969,   0.71875,  -0.61719,  -0.70312
   0.02344,   0.57812,   0.32031,   0.80469,  -0.69531,  -0.80469,  -0.27344,   0.63281,  -0.74219,  -0.80469
  -0.68750,   0.72656,  -0.39062,  -0.70312,  -0.29688,   0.29688,  -0.71094,  -0.66406,   0.03125,  -0.01562
  -0.14062,   0.84375,   0.28906,   0.23438,   0.32812,  -0.67188,  -0.22656,   0.25000,  -0.42969,  -0.40625
  -0.14062,  -0.21094,   0.72656,  -0.66406,   0.69531,  -0.66406,  -0.75000,  -0.20312,  -0.65625,  -0.57031
  -0.70312,  -0.58594,  -0.20312,   0.12500,  -0.75781,   0.68750,   0.72656,  -0.68750,  -0.72656,  -0.79688
  -0.69531,   0.15625,  -0.64062,  -0.67188,   0.10938,  -0.30469,  -0.71875,  -0.64062,   0.76562,   0.66406
   0.49219,  -0.71875,  -0.03906,  -0.74219,  -0.42188,   0.61719,  -0.72656,   0.74219,   0.14062,  -0.67969
   0.17969,  -0.67969,   0.66406,  -0.66406,   0.06250,   0.64844,  -0.71875,  -0.43750,   0.72656,  -0.66406
  -0.28125,   0.10938,   0.60938,   0.44531,  -0.75781,   0.60156,  -0.46875,  -0.55469,  -0.64062,  -0.24219
  -0.71094,  -0.72656,  -0.74219,  -0.19531,   0.67188,   0.65625,  -0.67969,   0.69531,  -0.70312,  -0.28906
   0.59375,  -0.32812,  -0.39844,   0.65625,  -0.68750,  -0.65625,  -0.42969,   0.50781,  -0.64844,  -0.50781
  -0.25781,  -0.67188,  -0.32031,  -0.44531,   0.03125,   0.50000,   0.28125,  -0.45312,  -0.23438,   0.62500
   0.10938,   0.63281,  -0.38281,  -0.32031,  -0.30469,  -0.64844,  -0.08594,   0.03906,  -0.64844,   0.01562
   0.26562,  -0.21875,  -0.28125,   0.25000,   0.08594,  -0.46094,   0.57812,  -0.62500,   0.57031,  -0.66406
  -0.46094,  -0.59375,  -0.51562,  -0.32031,  -0.44531,  -0.21875,  -0.61719,   0.64844,   0.37500,   0.53906
  -0.39062,  -0.01562,  -0.28906,   0.72656,  -0.63281,  -0.68750,  -0.14062,  -0.57031,   0.07812,  -0.11719
  -0.04688,   0.10156,   0.50781,  -0.00781,  -0.52344,  -0.32031,   0.55469,   0.14844,   0.34375,  -0.36719
  -0.47656,  -0.20312,  -0.75781,   0.61719,  -0.37500,   0.21094,  -0.11719,  -0.33594,   0.49219,  -0.47656
   0.63281,   0.43750,  -0.30469,  -0.43750,   0.08594,  -0.67188,  -0.21094,  -0.39062,   0.64062,  -0.67188
   0.64844,  -0.50000,  -0.14062,   0.65625,  -0.70312,  -0.37500,   0.72656,  -0.64062,  -0.62500,  -0.65625
  -0.07812,   0.14844,   0.64062,  -0.38281,  -0.31250,   0.12500,  -0.33594,   0.03906,  -0.09375,   0.02344
   0.47656,   0.25000,   0.13281,   0.25781,  -0.32812,  -0.65625,   0.10156,  -0.03125,   0.55469,  -0.44531
  -0.15625,  -0.15625,  -0.10938,   0.36719,   0.53125,  -0.56250,  -0.33594,   0.59375,  -0.21875,  -0.03125
   0.04688,  -0.07812,  -0.10156,   0.06250,   0.01562,  -0.01562,   0.14062,   0.02344,  -0.03906,   0.05469
   0.52344,  -0.24219,   0.09375,   0.31250,  -0.48438,   0.03125,   0.75781,  -0.36719,  -0.50000,  -0.59375
   0.50000,  -0.27344,  -0.05469,   0.33594,  -0.40625,  -0.07031,   0.04688,   0.07812,   0.58594,  -0.28125
  -0.03906,   0.39844,  -0.22656,  -0.57031,   0.33594,   0.53125,   0.53125,  -0.41406,   0.10938,  -0.26562
  -0.23438,  -0.22656,  -0.61719,  -0.14844,  -0.29688,   0.64062,   0.46875,   0.40625,   0.07812,  -0.42969
  -0.14062,  -0.07031,   0.11719,   0.60156,  -0.33594,  -0.45312,   0.28125,   0.38281,  -0.16406,  -0.18750
  -0.10938,   0.17188,  -0.48438,  -0.36719,  -0.43750,   0.12500,  -0.05469,   0.60938,  -0.16406,   0.50781
   0.66406,  -0.38281,  -0.32812,  -0.41406,   0.10938,  -0.57812,   0.64062,  -0.27344,   0.31250,  -0.71094
   0.04688,   0.04688,   0.08594,  -0.05469,  -0.04688,   0.03906,  -0.08594,  -0.03125,  -0.10156,   0.03125
   0.05469,  -0.13281,  -0.06250,   0.16406,  -0.18750,  -0.19531,   0.66406,  -0.05469,  -0.05469,  -0.30469
   0.21875,  -0.32812,   0.26562,  -0.18750,   0.00781,  -0.14844,  -0.36719,   0.17969,   0.63281,  -0.29688
   0.18750,  -0.14062,  -0.42969,   0.36719,   0.20312,   0.07031,   0.53125,  -0.04688,   0.03906,   0.35156
  -0.31250,  -0.35938,  -0.31250,   0.11719,  -0.18750,   0.64062,  -0.26562,   0.32812,  -0.16406,   0.03906
   0.14062,  -0.31250,  -0.50781,   0.10156,   0.03125,  -0.56250,   0.03125,  -0.12500,   0.35938,  -0.17188
   0.46875,  -0.16406,  -0.51562,  -0.54688,  -0.21875,  -0.46875,  -0.50000,  -0.03125,   0.52344,   0.25000
   0.30469,  -0.32812,  -0.51562,   0.01562,   0.03125,   0.07812,   0.20312,   0.51562,   0.17188,  -0.07031
   0.08594,  -0.26562,   0.12500,   0.13281,  -0.10156,  -0.67969,   0.10938,   0.18750,   0.57812,  -0.42969
   0.13281,  -0.03906,   0.01562,  -0.12500,  -0.27344,  -0.14844,   0.32812,  -0.08594,   0.18750,   0.05469
  -0.03906,  -0.11719,  -0.11719,   0.14062,   0.13281,   0.07031,  -0.03906,   0.02344,   0.13281,  -0.14062
  -0.24219,   0.32031,  -0.15625,  -0.06250,  -0.39062,  -0.35938,  -0.29688,  -0.07812,  -0.02344,   0.53125
  -0.08594,  -0.16406,  -0.13281,   0.04688,  -0.18750,   0.21094,  -0.13281,   0.49219,  -0.06250,  -0.20312
   0.02344,  -0.03906,  -0.09375,   0.02344,  -0.06250,  -0.14844,   0.13281,   0.04688,   0.11719,   0.02344
   0.05469,   0.07812,   0.07812,   0.07812,   0.16406,   0.07812,  -0.08594,  -0.07812,   0.10938,  -0.14062
  -0.17188,   0.00781,  -0.11719,   0.07031,   0.12500,   0.34375,  -0.00781,  -0.00781,  -0.20312,   0.19531
   0.06250,  -0.15625,  -0.38281,  -0.06250,  -0.00000,   0.14844,   0.34375,  -0.03906,   0.32812,   0.00781
   0.24219,   0.06250,  -0.13281,   0.02344,  -0.11719,  -0.05469,   0.35156,  -0.12500,   0.04688,   0.06250
   0.07031,   0.06250,  -0.26562,  -0.05469,   0.03125,  -0.06250,  -0.10156,   0.15625,   0.31250,   0.11719
   0.14062,  -0.20312,  -0.34375,   0.07031,  -0.08594,  -0.07812,  -0.05469,  -0.03125,   0.14844,  -0.18750
   0.05469,  -0.14062,   0.01562,  -0.00000,  -0.04688,   0.11719,   0.10938,  -0.00781,  -0.09375,  -0.00781
  -0.08594,   0.22656,  -0.14844,  -0.16406,  -0.04688,  -0.07031,  -0.21875,   0.01562,   0.28906,   0.16406
  -0.14844,   0.03125,   0.16406,   0.21875,  -0.06250,  -0.01562,   0.46094,  -0.05469,   0.08594,  -0.09375
   0.35156,   0.02344,   0.29688,  -0.10156,  -0.17188,  -0.02344,   0.03906,   0.17969,   0.03906,  -0.04688
   0.03125,   0.55469,  -0.25781,   0.02344,  -0.16406,   0.18750,  -0.11719,   0.24219,  -0.43750,   0.34375
  -0.20312,  -0.05469,  -0.04688,   0.00781,  -0.11719,   0.03906,   0.21875,   0.23438,   0.12500,  -0.00781
  -0.26562,  -0.19531,   0.37500,   0.33594,   0.00781,  -0.45312,   0.47656,  -0.16406,  -0.17969,  -0.25781
  -0.19531,   0.22656,  -0.26562,  -0.00000,   0.42969,   0.00781,  -0.04688,   0.12500,  -0.00000,   0.24219
   0.35156,   0.14062,   0.04688,  -0.07812,  -0.18750,  -0.32812,  -0.08594,   0.32812,   0.34375,  -0.13281
  -0.04688,  -0.04688,  -0.19531,  -0.10156,  -0.05469,  -0.10938,  -0.12500,   0.16406,   0.10938,   0.13281
  -0.01562,   0.05469,   0.13281,  -0.05469,   0.13281,  -0.01562,  -0.11719,  -0.02344,  -0.15625,   0.07031
   0.26562,   0.18750,  -0.03906,  -0.46094,  -0.28125,  -0.08594,  -0.17969,   0.28125,   0.10938,   0.17188
   0.14844,   0.04688,  -0.04688,  -0.19531,  -0.07812,   0.00781,   0.00781,   0.02344,  -0.04688,  -0.09375
   0.15625,  -0.04688,  -0.13281,   0.25781,  -0.12500,  -0.09375,   0.01562,  -0.10156,   0.14844,  -0.19531
  -0.25000,   0.15625,  -0.10156,   0.19531,   0.29688,  -0.21094,  -0.27344,   0.18750,   0.01562,   0.00781
   0.25781,   0.13281,   0.10938,  -0.03125,  -0.06250,   0.00000,  -0.05469,  -0.01562,   0.04688,   0.01562
   0.43750,   0.07031,  -0.18750,  -0.01562,  -0.25000,  -0.03906,  -0.11719,   0.31250,  -0.20312,  -0.28906
  -0.36719,  -0.14062,  -0.31250,   0.35938,  -0.28125,  -0.00000,  -0.31250,  -0.25000,  -0.08594,   0.53125
   0.03906,   0.11719,   0.14844,  -0.10156,  -0.11719,   0.00781,  -0.10156,   0.01562,  -0.03906,   0.06250
   0.06250,   0.32031,  -0.14062,  -0.07812,  -0.25000,  -0.26562,  -0.19531,  -0.14844,   0.14062,  -0.00781
  -0.14844,  -0.28125,   0.00781,  -0.03125,   0.01562,   0.28906,   0.03125,  -0.01562,  -0.39844,  -0.14844
  -0.01562,   0.39844,  -0.19531,   0.03125,  -0.38281,  -0.15625,  -0.39062,   0.11719,  -0.24219,   0.36719
  -0.22656,  -0.26562,  -0.11719,  -0.04688,   0.17969,   0.39062,  -0.07031,   0.26562,  -0.04688,   0.17969
  -0.07031,  -0.11719,  -0.49219,   0.14844,  -0.16406,   0.31250,   0.13281,   0.30469,  -0.15625,   0.11719
   0.00781,   0.05469,   0.14844,   0.02344,   0.01562,  -0.07031,  -0.05469,   0.02344,   0.01562,  -0.00000
   0.08594,   0.40625,  -0.00781,  -0.17969,  -0.16406,  -0.13281,  -0.23438,   0.18750,  -0.24219,   0.00000
   0.42188,   0.03906,  -0.17969,   0.03125,  -0.24219,   0.05469,   0.03125,   0.10156,   0.25000,   0.10938
   0.19531,  -0.15625,  -0.21094,   0.19531,   0.17188,  -0.21094,  -0.14062,   0.35938,   0.43750,  -0.04688
  -0.11719,  -0.14062,   0.14844,  -0.02344,  -0.10156,   0.00781,   0.05469,   0.06250,   0.10156,   0.03125
  -0.31250,   0.12500,  -0.14844,   0.02344,   0.32812,   0.01562,  -0.28906,  -0.36719,   0.15625,   0.27344
   0.13281,  -0.10938,   0.04688,   0.06250,  -0.31250,  -0.34375,   0.11719,   0.10938,   0.32031,  -0.05469
  -0.27344,   0.05469,  -0.45312,  -0.47656,   0.38281,  -0.12500,   0.06250,   0.47656,  -0.34375,   0.05469
   0.07031,  -0.19531,  -0.11719,   0.14062,  -0.42188,  -0.27344,   0.31250,  -0.27344,   0.07812,  -0.05469
   0.10938,  -0.17969,  -0.02344,  -0.28906,   0.02344,  -0.14844,  -0.25000,  -0.22656,   0.28906,  -0.07812
   0.12500,  -0.09375,  -0.34375,   0.32031,   0.12500,   0.04688,  -0.17188,  -0.13281,   0.14844,  -0.12500
   0.23438,   0.29688,  -0.00000,   0.03906,  -0.31250,  -0.22656,   0.07031,  -0.12500,   0.24219,  -0.07812
   0.28906,   0.36719,  -0.20312,   0.00000,  -0.00000,   0.01562,   0.03125,   0.11719,  -0.21875,   0.16406
  -0.24219,  -0.29688,  -0.26562,  -0.02344,   0.05469,   0.16406,   0.00781,   0.42188,  -0.18750,  -0.11719
   0.19531,  -0.24219,  -0.42188,  -0.07812,   0.07812,   0.15625,   0.38281,   0.25000,   0.00781,   0.14844
  -0.12500,   0.12500,  -0.04688,   0.13281,  -0.03125,  -0.01562,   0.07812,  -0.15625,  -0.14062,   0.08594
   0.35938,  -0.08594,  -0.00781,  -0.30469,  -0.17969,   0.05469,  -0.29688,  -0.06250,   0.16406,  -0.17188
  -0.23438,   0.06250,   0.03125,   0.07031,   0.17969,   0.01562,  -0.21094,  -0.16406,  -0.27344,   0.24219
   0.11719,  -0.06250,   0.02344,  -0.07031,   0.00000,  -0.03906,   0.22656,   0.36719,   0.02344,  -0.09375
  -0.14844,   0.16406,   0.01562,   0.23438,   0.17188,  -0.26562,   0.10156,  -0.12500,  -0.18750,   0.20312
   0.41406,  -0.24219,   0.12500,  -0.01562,  -0.19531,  -0.00781,  -0.24219,   0.10156,   0.36719,  -0.28125
   0.31250,  -0.12500,   0.16406,  -0.06250,   0.01562,  -0.02344,  -0.32031,   0.11719,  -0.01562,  -0.28125
   0.10156,  -0.25000,  -0.38281,   0.04688,  -0.13281,   0.12500,   0.08594,  -0.07812,   0.21875,  -0.35938
   0.36719,   0.16406,  -0.09375,  -0.24219,  -0.03906,  -0.03906,  -0.13281,  -0.06250,  -0.01562,  -0.03906
   0.03906,   0.21094,  -0.04688,   0.11719,   0.08594,   0.08594,   0.27344,   0.34375,  -0.09375,  -0.21875
   0.28125,  -0.09375,   0.31250,   0.50000,  -0.36719,  -0.40625,  -0.22656,   0.37500,  -0.24219,  -0.27344
   0.22656,  -0.03125,  -0.02344,  -0.25000,  -0.14062,   0.04688,   0.17188,   0.15625,   0.16406,   0.07031
   0.07031,   0.10938,  -0.10938,  -0.09375,  -0.01562,   0.03125,  -0.14062,  -0.00781,   0.05469,  -0.13281
   0.13281,   0.01562,  -0.06250,   0.03906,  -0.00000,   0.07031,  -0.09375,   0.02344,  -0.04688,   0.12500
